nama_produk,link_produk,harga,jumlah_terjual,toko,rating
"Fingertip Pulse Oximeter Oxymeter LK88 Alat Ukur Saturasi Oksigen Darah
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g8hiym-jual-fingertip-pulse-oximeter-oxymeter-lk88-alat-ukur-saturasi-oksigen-darah,63000,3,bowindustries,5
"Fingertip Pulse Oximeter Portable - Oxymeter SpO2 Digital Alat Pengukur Kadar Darah Oksimeter Denyut Nadi Ujung Jari
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/47knukh-jual-fingertip-pulse-oximeter-portable-oxymeter-spo2-digital-alat-pengukur-kadar-darah-oksimeter-denyut-nadi-ujung-jari,114900,76,Alharits Tronic,4.9
"Oxymeter Fingertip Pulse Oximeter Alat Ukur Oksigen SpO2 Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3xls36z-jual-oxymeter-fingertip-pulse-oximeter-alat-ukur-oksigen-spo2-detak-jantung,69000,16,Best Prices,4.7
"Fingertip Pulse Oximeter  Alat Ukur Detak Jantung Oximeter LK87
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g3uai1-jual-fingertip-pulse-oximeter-alat-ukur-detak-jantung-oximeter-lk87,24000,16,Metro Store,4.9
"Oximeter Oxymeter pulse FINGERTIP alat UKUR Oksigen darah detak jantung set alat kesehatan tubuh badan sehat kadar O2
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3vnf3cy-jual-oximeter-oxymeter-pulse-fingertip-alat-ukur-oksigen-darah-detak-jantung-set-alat-kesehatan-tubuh-badan-sehat-kadar-o2,35900,54,paffie,4.9
"Fingertip Oximeter Alat Pengukur Kadar Oksigen dan Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3stbxjx-jual-fingertip-oximeter-alat-pengukur-kadar-oksigen-dan-detak-jantung,80000,0,Jakarta Technology,0
"FINGERTIP PULSE OXIMETER alat ukur kadar oksigen dan detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3poqmje-jual-fingertip-pulse-oximeter-alat-ukur-kadar-oksigen-dan-detak-jantung,125000,59,DUTA MEDIKA,4.9
"Oximeter Alat Pengukur Detak Jantung Pemeriksaan Kadar Oksigen dan Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3ptkyl6-jual-oximeter-alat-pengukur-detak-jantung-pemeriksaan-kadar-oksigen-dan-detak-jantung,275000,0,GLoBaL Shop,0
"Beurer PO30 Pulse Oxymeter Saturasi Oksigen SPO2 GARANSI
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/e4k3dp-jual-beurer-po30-pulse-oxymeter-saturasi-oksigen-spo2-garansi,835000,8,Sam Medical Official,5
"SO 911 Pulse Oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4gbvuba-jual-so-911-pulse-oximeter,170000,0,Tamba Online,0
"OXIMETER ELITECH FOX1 PENGUKUR OKSIGEN DALAM DARAH
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4lpvm-jual-oximeter-elitech-fox1-pengukur-oksigen-dalam-darah,600000,4,SUMBER ELEKTRONIK,5
"Fingertip Pulse Oximeter Sp02 LED Monitor Alat Pengukur Kadar Oksigen Heart Rate Oxymeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3qbw6zo-jual-fingertip-pulse-oximeter-sp02-led-monitor-alat-pengukur-kadar-oksigen-heart-rate-oxymeter,19999,609,Keep Moving ,4.8
"OXIMETER FINGERTIP PULSE A2-L87 Alat Pengukur Kadar Oksigen Detak Jantung Oxymeter Saturasi SPO2 LED
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g2ciuv-jual-oximeter-fingertip-pulse-a2-l87-alat-pengukur-kadar-oksigen-detak-jantung-oxymeter-saturasi-spo2-led,74900,3,GangEnam Cell,5
"familyDr oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3nq6vao-jual-familydr-oximeter,320000,97,familyCare,5
"Fingertip Pulse Alat Ukur Kadar Oksigen Oxymeter Oksimeter LK87
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g7j25v-jual-fingertip-pulse-alat-ukur-kadar-oksigen-oxymeter-oksimeter-lk87,45000,5,hagakomputer,5
"paket laris manis 2in1 sesuai foto.. Termometer Oximeter.. Thermometer oksimeter oxymetri
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4a3fv2g-jual-paket-laris-manis-2in1-sesuai-foto-termometer-oximeter-thermometer-oksimeter-oxymetri,264000,54,MH_18,5
"Pulse Oximeter Fingertip Sp02 Alat Pengukur Kadar Oksigen Dalam Darah
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/c53db3-jual-pulse-oximeter-fingertip-sp02-alat-pengukur-kadar-oksigen-dalam-darah,55000,68,Fahri cell,5
"YOBEKAN PULSE Oximeter fingertip oxymeter Alat Ukur Cek Tes Saturasi Oksigen SpO2 Pengukur Nadi Detak Jantung Darah Blood Oxygen YBK303 YBK 303
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4lpa1-jual-yobekan-pulse-oximeter-fingertip-oxymeter-alat-ukur-cek-tes-saturasi-oksigen-spo2-pengukur-nadi-detak-jantung-darah-blood-oxygen-ybk303-ybk-303,95000,47,Importir Kudus,4.9
"FINGERTIP PULSE OXIMETER OXYMETER - ALAT PENGUKUR KADAR OKSIGEN DETAK JANTUNG
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4fz9dhm-jual-fingertip-pulse-oximeter-oxymeter-alat-pengukur-kadar-oksigen-detak-jantung,99000,427,YS shopping,5
"OXIMETER PULSE
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3q08ih5-jual-oximeter-pulse,45000,220,JLE39 Store,5
"Oxymeter General Care - Finger Oxymeter GC Original
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/42wv3pe-jual-oxymeter-general-care-finger-oxymeter-gc-original,385000,0,First Medica,0
"Fingertip Pulse Oxymeter Yuwell YX 102
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4c7oy4p-jual-fingertip-pulse-oxymeter-yuwell-yx-102,335000,0,First Medica,0
"Pulse oximeter so811 fingertip pulse oximeter alat ukur detak jantung dan oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g3kwld-jual-pulse-oximeter-so811-fingertip-pulse-oximeter-alat-ukur-detak-jantung-dan-oksigen,125000,2,win jaya star,5
"Alat Pulse Oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4gfuoqd-jual-alat-pulse-oximeter,175000,0,sehatinmart,0
"Pulse oxymeter Fingertip LK88 layar led TFT sensor cepat sangat akurat
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g475ns-jual-pulse-oxymeter-fingertip-lk88-layar-led-tft-sensor-cepat-sangat-akurat,49000,0,FIRST COMMUNICATION,0
"Fingertip Pulse Oximeter LV-80 / Oximetro Saturometer Oximetry SpO2
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3f9szb-jual-fingertip-pulse-oximeter-lv-80-oximetro-saturometer-oximetry-spo2,91000,1155,LIVOTECH,4.8
"LK 88 Oxymeter Fingertip Pulse Digital Oximeter LK88 spO2 LCD Full Color
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g6b3qv-jual-lk-88-oxymeter-fingertip-pulse-digital-oximeter-lk88-spo2-lcd-full-color,46000,2,RK SHOP,4.5
"Oxymeter pulse fingertip SPO2 LCD full colour original
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g42mks-jual-oxymeter-pulse-fingertip-spo2-lcd-full-colour-original,56050,53,SmartClick,4.9
"pulse oximeter yuwell yx102 fingertip oxymeter alat cek kadar oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/48uhhy1-jual-pulse-oximeter-yuwell-yx102-fingertip-oxymeter-alat-cek-kadar-oksigen,315000,8,SEHAT BUGAR 1983,5
"Fingertip Pulse Oxymeter Fingertip Oximeter SpO2 LED Full Colour LK87
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3st5yfr-jual-fingertip-pulse-oxymeter-fingertip-oximeter-spo2-led-full-colour-lk87,69900,379,borneo shopping center,4.8
"Fingertip Oxymeter Oximeter Pulsa Pengukur denyut jantung kadar oksigen Ready Stok
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g22dw7-jual-fingertip-oxymeter-oximeter-pulsa-pengukur-denyut-jantung-kadar-oksigen-ready-stok,359500,4450,VITEX ID,5
"Paket 2 in 1 Termometer Oximeter thermometer gun oxymeter ukur detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/48q8v9a-jual-paket-2-in-1-termometer-oximeter-thermometer-gun-oxymeter-ukur-detak-jantung,225000,48,PUTRA JAYA88,5
"LK87 Fingertip Pulse Oximeter Oxymeter Alat Ukur Cek Saturasi SpO2 Pengukur Detak Jantung Kadar Oksigen Dalam Darah Blood Oxygen Super Akurat LK 87
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4fz3ads-jual-lk87-fingertip-pulse-oximeter-oxymeter-alat-ukur-cek-saturasi-spo2-pengukur-detak-jantung-kadar-oksigen-dalam-darah-blood-oxygen-super-akurat-lk-87,85000,66,Importir Kudus,4.7
"Fingertip Pulse Oximeter SpO2 (Oksigen Darah) + Denyut/Detak Jantung LV-80
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3f9pyv-jual-fingertip-pulse-oximeter-spo2-oksigen-darah-denyut-detak-jantung-lv-80,91000,222,LIVOTECH,4.7
"Oxymeter Oximeter Fingertip Pulse Alat Pengukur Oksigen Darah Akurat - Ready
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g3hsem-jual-oxymeter-oximeter-fingertip-pulse-alat-pengukur-oksigen-darah-akurat-ready,258950,602,Grosir Mall,5
"OXIMETER FINGERTRIP PULSE ALAT PENGUKUR OKSIGEN DARAH SPO2 AKURAT
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3s5qzdl-jual-oximeter-fingertrip-pulse-alat-pengukur-oksigen-darah-spo2-akurat,49900,1,Toko Jaya Makmur,5
"FINGERTIP PULSE OXIMETER LK87
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4fxu00j-jual-fingertip-pulse-oximeter-lk87,95000,2,Toko Alkes CMP,5
"Fingertip pulse oximeter alat ukur detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3v3ai1f-jual-fingertip-pulse-oximeter-alat-ukur-detak-jantung,120000,7,Anugerah Sehat,5
"BEURER Oximeter Digital PO60
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/1s0yvl6-jual-beurer-oximeter-digital-po60,1452000,0,Sam Medical Official,0
"Pulse Oximeter Alat Pengukur Rate Saturasi Oksigen Detak Jantung Fingertip Akurat Anti-Shaking
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4gikwqm-jual-pulse-oximeter-alat-pengukur-rate-saturasi-oksigen-detak-jantung-fingertip-akurat-anti-shaking,199100,1,Telixmart Official Store,5
"OXIMETER LK87 ORIGINAL 4 warna Fingertip Pulse Oximeter Ukur Kadar Oksigen dan detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4ge9ndp-jual-oximeter-lk87-original-4-warna-fingertip-pulse-oximeter-ukur-kadar-oksigen-dan-detak-jantung,45500,0,Star Point Acc,0
"Pulse oximeter alat ukur detak jantung dan oksigen so911
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g3kves-jual-pulse-oximeter-alat-ukur-detak-jantung-dan-oksigen-so911,145000,5,win jaya star,5
"oxymeter LK87 4 warna LED
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4gfvjam-jual-oxymeter-lk87-4-warna-led,39900,0,JLP  grosir  shop,0
"Alat Ukur Kadar Oksigen Dalam Tubuh Pulse Oximeter Fingertip Sammora
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3qfmpy2-jual-alat-ukur-kadar-oksigen-dalam-tubuh-pulse-oximeter-fingertip-sammora,245000,2,vjm grosir murah,5
"Jumper Pulse Oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4gecebm-jual-jumper-pulse-oximeter,490000,0,warren siu,0
"YOBEKAN PULSE Oximeter fingertip oxymeter Alat Ukur Cek Tes Saturasi Oksigen SpO2 Pengukur Nadi Detak Jantung Darah Blood Oxygen YBK303 YBK 303
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4lpa1-jual-yobekan-pulse-oximeter-fingertip-oxymeter-alat-ukur-cek-tes-saturasi-oksigen-spo2-pengukur-nadi-detak-jantung-darah-blood-oxygen-ybk303-ybk-303,95000,47,Importir Kudus,4.9
"FINGERTIP PULSE OXIMETER OXYMETER - ALAT PENGUKUR KADAR OKSIGEN DETAK JANTUNG
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4fz9dhm-jual-fingertip-pulse-oximeter-oxymeter-alat-pengukur-kadar-oksigen-detak-jantung,99000,427,YS shopping,5
"Oximeter Sp02 LED Monitor Oxymeter Alat Pengukur Kadar Oksigen Heart Rate Oxymeter Fingertip Pulse
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/488oy58-jual-oximeter-sp02-led-monitor-oxymeter-alat-pengukur-kadar-oksigen-heart-rate-oxymeter-fingertip-pulse,19555,168,Galaxy_Star,4.9
"Pulse Oximeter Fingertip - Oxymeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/48oipwp-jual-pulse-oximeter-fingertip-oxymeter,85000,8,Anugerah Sehat,5
"Oximeter fingertip spo2 LK89 SO811 ini Akurat oxymeter oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g7sjf4-jual-oximeter-fingertip-spo2-lk89-so811-ini-akurat-oxymeter-oksigen,78000,1,dandzu dan,5
"Oximeter Fingertip Pulse - Alat Ukur Saturasi Oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4587nd1-jual-oximeter-fingertip-pulse-alat-ukur-saturasi-oksigen,69000,17,AiraShop,4.9
"oximeter finger pulse . pengukur detak jantung dan oksigen dalam darah . oxi meter . oxymeter . alat tes kesehatan saturasi oksigen tensi B
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4g4pexj-jual-oximeter-finger-pulse-pengukur-detak-jantung-dan-oksigen-dalam-darah-oxi-meter-oxymeter-alat-tes-kesehatan-saturasi-oksigen-tensi-b,75000,43,Cyber Motor Sports,4.6
"Fingertip pulse oxymeter Fingertip oximeter SpO2 LCD Full Colour
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4jngs-jual-fingertip-pulse-oxymeter-fingertip-oximeter-spo2-lcd-full-colour,40000,11,Repeater Sinyal,5
"OXYMETER ALAT UKUR SATURASI OKSIGEN DARAH DAN DENYUT JANTUNG PULSE OXIMETER DIGITAL OKSIMETER
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3q5ul8j-jual-oxymeter-alat-ukur-saturasi-oksigen-darah-dan-denyut-jantung-pulse-oximeter-digital-oksimeter,147500,189,AKASA STORE,4.9
"FINGER PULSE OXIMETER Alat Saturasi pengukur denyut nadi jantung jari alat ukur kadar oxigen oksigen oxymeter ukur
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4enxhtv-jual-finger-pulse-oximeter-alat-saturasi-pengukur-denyut-nadi-jantung-jari-alat-ukur-kadar-oxigen-oksigen-oxymeter-ukur,18498,37,kastil drakula,4.8
"OXIMETER FINGERTIP PULSE LK88 READY STOCK
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g7hyav-jual-oximeter-fingertip-pulse-lk88-ready-stock,40500,0,KhiraNET,0
"Pulse oxymeter LK87 fingertip SPO2 PRbpm Monitor led SANGAT AKURAT
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g474hv-jual-pulse-oxymeter-lk87-fingertip-spo2-prbpm-monitor-led-sangat-akurat,20000,0,FIRST COMMUNICATION,0
"Oximeter Fingertip pulse Saturation Monitor
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g55nom-jual-oximeter-fingertip-pulse-saturation-monitor,99000,0,KENNSON STORE,0
"Fingertip Pulse Oximeter Model IMDK C101A3 and C101A2 Original Standar Hospitals
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4gag9cp-jual-fingertip-pulse-oximeter-model-imdk-c101a3-and-c101a2-original-standar-hospitals,399000,0,Klinik Optik,0
"Oximeter Oxymeter Pulse Fingertip
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4gdqvbs-jual-oximeter-oxymeter-pulse-fingertip,49500,0,PadaMulya,0
"Paket Hemat 3in1 Tensimeter Digital  Termometer Oximeter TERMURAH
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4ggsffs-jual-paket-hemat-3in1-tensimeter-digital-termometer-oximeter-termurah,383000,1,Nurwana Putra,5
"Fingertip pulse oximeter blood oxygen saturation heart rate detection
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g1rlrd-jual-fingertip-pulse-oximeter-blood-oxygen-saturation-heart-rate-detection,18500,4,Elangfone,5
"Finger Pulse Oximeter Sp02 General Care Jaminan asli..alat ukur detak jantung & kadar oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3sqkk59-jual-finger-pulse-oximeter-sp02-general-care-jaminan-asli-alat-ukur-detak-jantung-kadar-oksigen,450000,33,CLA33,5
"LK87 Oximeter Fingertip Pulse Pengukur Kadar Oksigen Detak Jantung LED
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3pdrslq-jual-lk87-oximeter-fingertip-pulse-pengukur-kadar-oksigen-detak-jantung-led,21000,150,Palugada,4.8
"OXIMETER FINGERTIP PULSE LK87 AB-88 Alat Ukur Kadar Oksigen Pengukur Detak Jantung Oxymeter LED
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g5vswm-jual-oximeter-fingertip-pulse-lk87-ab-88-alat-ukur-kadar-oksigen-pengukur-detak-jantung-oxymeter-led,59000,108,Livideas,5
"LK87 Oxymeter Fingertip Pulse Alat Ukur Saturasi Oksigen Oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g4wd9p-jual-lk87-oxymeter-fingertip-pulse-alat-ukur-saturasi-oksigen-oximeter,36000,31,RK SHOP,4.9
"Pulse Oximeter ChoiceMMed MD300CN310 - Saturisasi Oksigen Oxymeter MD300CN310
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/44fsq7r-jual-pulse-oximeter-choicemmed-md300cn310-saturisasi-oksigen-oxymeter-md300cn310,349900,10,Aiueo,5
"LK87 ORIGINAL  Fingertip Pulse Oximeter SPO2 Ukur Kadar Oksigen Detak Jantung Oximeter Oxymeter  Pengukur Kadar Oxigen dalam darah Fingertip Pulse
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g3j7w4-jual-lk87-original-fingertip-pulse-oximeter-spo2-ukur-kadar-oksigen-detak-jantung-oximeter-oxymeter-pengukur-kadar-oxigen-dalam-darah-fingertip-pulse,75000,68,Happy shop,4.7
"Oximeter fingertip Pulse ujung jari ukur detak jantung akurat original
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/44s6arm-jual-oximeter-fingertip-pulse-ujung-jari-ukur-detak-jantung-akurat-original,95000,361,PUTRA JAYA88,5
"fingertip pulse oximeter oximetry sp02 alat pengukur detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3ox8wpx-jual-fingertip-pulse-oximeter-oximetry-sp02-alat-pengukur-detak-jantung,90000,40,SH STORE889,5
"pulse oximeter fingertip K88-LK 88 alat pengukur kadar oksigen dan detak jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/4g9uws7-jual-pulse-oximeter-fingertip-k88-lk-88-alat-pengukur-kadar-oksigen-dan-detak-jantung,65000,0,KIOS BUNDA,0
"Oxymeter Beurer PO 30 -  Alat Ukur Kadar Oksigen - Fingertip Oxymeter Beurer PO 30
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3ysfxug-jual-oxymeter-beurer-po-30-alat-ukur-kadar-oksigen-fingertip-oxymeter-beurer-po-30,995000,2,First Medica,5
"Fingertip Pulse Oximeter. OxyMeter. Oxi Meter. Spo2 Saturasii. Oksimeter. Oxy Meter FDA
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/dcjty7-jual-fingertip-pulse-oximeter-oxymeter-oxi-meter-spo2-saturasii-oksimeter-oxy-meter-fda,75000,34,MITRA  ALKES,4.9
"Oximeter fingertip spo2 LK89 SO811 ini Akurat oxymeter oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g7sjf4-jual-oximeter-fingertip-spo2-lk89-so811-ini-akurat-oxymeter-oksigen,78000,1,dandzu dan,5
"Finger Pulse Oximeter General Care F-02T
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/41wjq4u-jual-finger-pulse-oximeter-general-care-f-02t,280000,5,JM Store,5
"TensiMeter Digital Oximeter SpO2 Detak Jantung Pedometer Penghitung Langkah Smart Watch Oxymeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4fzq807-jual-tensimeter-digital-oximeter-spo2-detak-jantung-pedometer-penghitung-langkah-smart-watch-oxymeter,299800,3,Adara Cantik,3.7
"Fingertip pulse oxymeter Fingertip oximeter SpO2 LCD Full Colour LK88
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4dusifj-jual-fingertip-pulse-oxymeter-fingertip-oximeter-spo2-lcd-full-colour-lk88,53900,12,Berkah Sedekah,4.6
"OXIMETER PULSE
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3q08ih5-jual-oximeter-pulse,45000,220,JLE39 Store,5
"Pulse Oximeter Fingertip Alat Pengukur Kadar Oksigen Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3w5shv5-jual-pulse-oximeter-fingertip-alat-pengukur-kadar-oksigen-detak-jantung,49500,24,Kang Iwan Store,5
"Fingertip Pulse Oximeter  LV-80 SpO2 (Oksigen Darah) + Denyut/Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3f9pwr-jual-fingertip-pulse-oximeter-lv-80-spo2-oksigen-darah-denyut-detak-jantung,91000,55,wiki mall,4.8
"Alat Pengukur Detak Jantung Kadar Oksigen Oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g0myty-jual-alat-pengukur-detak-jantung-kadar-oksigen-oximeter,60900,12,NS POHS jkt,5
"Oxymeter Fingertip Pulse Digital Oximeter LK88 spO2 LCD Full Color Alat Ukur kadar Saturasi Oksigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/3si9x8c-jual-oxymeter-fingertip-pulse-digital-oximeter-lk88-spo2-lcd-full-color-alat-ukur-kadar-saturasi-oksigen,62000,328,HOMIA,4.8
"oximeter fingertip pluse
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/fq26r9-jual-oximeter-fingertip-pluse,65000,15,SUPPLIER_INDONESIA02,4.8
"Pulse oximeter
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/46kf0ry-jual-pulse-oximeter,40000,51,JLE39 Store,5
"ORISINIL FINGERTIP PULSE OXIMETER pengukur oxigen
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/alat-bantu-kesehatan/3rlu77q-jual-orisinil-fingertip-pulse-oximeter-pengukur-oxigen,120000,247,METTO,5
"Fingertip pulse oxymeter oximeter SpO2 LCD Full Colour Pengukur Kadar Oxygen Dalam Darah dan Detak Jantung
          ",https://www.bukalapak.com/p/kesehatan-2359/alat-kesehatan/timbangan-alat-ukur-kesehatan/4g2qin1-jual-fingertip-pulse-oxymeter-oximeter-spo2-lcd-full-colour-pengukur-kadar-oxygen-dalam-darah-dan-detak-jantung,90385,49,HP TOKO,5
